MatchTime;UT2004Time;Health;Armor;Adrenaline;Score;Deaths;Suicides;Killed;WasKilled;NumKillsWithoutDeath;Team;TeamScore;ItemsCollect;WeaponsCollect;AmmoCollect;HealthCollect;ArmorCollect;ShieldCollect;AdrenalineCollect;OtherCollect;TimeMoving;TimeShooting;DoubleDamageCount;DoubleDamageTime;TraveledDistance;Combo;HasDoubleDamage;IsShooting;Velocity;Location_x;Location_y;Location_z;Onslaught_ONSAVRiLPickup_TimeUsed;XWeapons_SniperRiflePickup_TimeUsed;XWeapons_BioRiflePickup_TimeUsed;XWeapons_ShockRiflePickup_TimeUsed;XWeapons_TransPickup_TimeUsed;Onslaught_ONSMineLayerPickup_TimeUsed;XWeapons_LinkGunPickup_TimeUsed;Onslaught_ONSGrenadePickup_TimeUsed;XWeapons_FlakCannonPickup_TimeUsed;UTClassic_ClassicSniperRiflePickup_TimeUsed;XWeapons_MinigunPickup_TimeUsed;XWeapons_SuperShockRiflePickup_TimeUsed;OnslaughtFull_ONSPainterPickup_TimeUsed;XWeapons_AssaultRiflePickup_TimeUsed;XWeapons_PainterPickup_TimeUsed;XWeapons_ShieldGunPickup_TimeUsed;XWeapons_RedeemerPickup_TimeUsed;XWeapons_RocketLauncherPickup_TimeUsed;Event;EventParams...
0,390;18,280;100;0;22;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,000;0,000;0;0,000;0,000;None;0;0;0,000;1405,890;9955,620;-3193,950;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
0,650;18,540;100;0;22;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,000;0,000;0;0,000;0,000;None;0;0;0,000;1405,890;9955,620;-3193,950;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
0,910;18,800;100;0;22;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,260;0,000;0;0,000;40,472;None;0;0;371,681;1405,460;9996,090;-3193,950;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
1,160;19,050;100;0;22;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,510;0,000;0;0,000;152,279;None;0;0;439,985;1404,260;10107,890;-3193,560;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
1,420;19,310;100;0;22;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,770;0,000;0;0,000;265,545;None;0;0;439,985;1403,050;10221,140;-3194,990;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
1,670;19,560;100;0;22;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,020;0,000;0;0,000;377,358;None;0;0;439,985;1401,850;10332,930;-3196,940;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
1,930;19,820;100;0;22;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,280;0,000;0;0,000;490,141;None;0;0;439,985;1400,640;10445,700;-3198,100;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
2,180;20,070;100;0;22;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,530;0,000;0;0,000;615,003;None;0;0;495,244;1399,400;10561,750;-3152,040;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
2,450;20,340;100;0;22;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,800;0,000;0;0,000;745,632;None;0;0;568,185;1398,080;10684,770;-3108,130;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
2,700;20,590;100;0;22;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2,050;0,000;0;0,000;874,931;None;0;0;473,468;1396,810;10803,180;-3056,210;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
