MatchTime;UT2004Time;Health;Armor;Adrenaline;Score;Deaths;Suicides;Killed;WasKilled;NumKillsWithoutDeath;Team;TeamScore;ItemsCollect;WeaponsCollect;AmmoCollect;HealthCollect;ArmorCollect;ShieldCollect;AdrenalineCollect;OtherCollect;TimeMoving;TimeShooting;DoubleDamageCount;DoubleDamageTime;TraveledDistance;Combo;HasDoubleDamage;IsShooting;Velocity;Location_x;Location_y;Location_z;XWeapons_ShieldGunPickup_TimeUsed;XWeapons_RedeemerPickup_TimeUsed;XWeapons_ShockRiflePickup_TimeUsed;XWeapons_TransPickup_TimeUsed;XWeapons_MinigunPickup_TimeUsed;XWeapons_AssaultRiflePickup_TimeUsed;XWeapons_RocketLauncherPickup_TimeUsed;XWeapons_BioRiflePickup_TimeUsed;XWeapons_LinkGunPickup_TimeUsed;UTClassic_ClassicSniperRiflePickup_TimeUsed;XWeapons_SniperRiflePickup_TimeUsed;OnslaughtFull_ONSPainterPickup_TimeUsed;Onslaught_ONSGrenadePickup_TimeUsed;Onslaught_ONSAVRiLPickup_TimeUsed;XWeapons_FlakCannonPickup_TimeUsed;XWeapons_SuperShockRiflePickup_TimeUsed;Onslaught_ONSMineLayerPickup_TimeUsed;XWeapons_PainterPickup_TimeUsed;Event;EventParams...
0,270;19,340;100;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0,000;0,000;0;0,000;0,000;None;0;0;0,000;-1422,960;11909,790;-3201,340;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
0,530;19,600;100;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0,260;0,000;0;0,000;73,211;None;0;0;300,369;-1422,800;11861,470;-3146,340;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
0,790;19,860;100;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0,520;0,000;0;0,000;179,611;None;0;0;551,427;-1422,480;11767,140;-3097,120;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
1,050;20,120;100;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0,780;0,000;0;0,000;307,085;None;0;0;460,902;-1422,070;11649,150;-3048,870;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
1,310;20,380;100;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1,040;0,000;0;0,000;427,097;None;0;0;492,070;-1421,670;11530,160;-3064,490;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
1,570;20,640;100;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1,300;0,000;0;0,000;568,563;None;0;0;625,938;-1421,270;11412,660;-3143,270;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
1,820;20,890;100;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1,550;0,000;0;0,000;695,717;None;0;0;439,993;-1420,880;11297,960;-3198,150;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
1,820;20,890;100;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;1,550;0,000;0;0,000;695,717;None;0;0;439,993;-1420,880;11297,960;-3198,150;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;ITEM_PICKEDUP;XWeapons.RocketLauncherPickup;Weapon
2,080;21,150;100;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;1,810;0,000;0;0,000;808,488;None;0;0;439,993;-1420,490;11185,190;-3198,150;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
2,340;21,410;100;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;2,070;0,000;0;0,000;922,218;None;0;0;440,003;-1420,090;11071,460;-3198,150;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
