MatchTime;UT2004Time;Health;Armor;Adrenaline;Score;Deaths;Suicides;Killed;WasKilled;NumKillsWithoutDeath;Team;TeamScore;ItemsCollect;WeaponsCollect;AmmoCollect;HealthCollect;ArmorCollect;ShieldCollect;AdrenalineCollect;OtherCollect;TimeMoving;TimeShooting;DoubleDamageCount;DoubleDamageTime;TraveledDistance;Combo;HasDoubleDamage;IsShooting;Velocity;Location_x;Location_y;Location_z;XWeapons_ShieldGunPickup_TimeUsed;XWeapons_RedeemerPickup_TimeUsed;XWeapons_ShockRiflePickup_TimeUsed;XWeapons_TransPickup_TimeUsed;XWeapons_MinigunPickup_TimeUsed;XWeapons_AssaultRiflePickup_TimeUsed;XWeapons_RocketLauncherPickup_TimeUsed;XWeapons_BioRiflePickup_TimeUsed;XWeapons_LinkGunPickup_TimeUsed;UTClassic_ClassicSniperRiflePickup_TimeUsed;XWeapons_SniperRiflePickup_TimeUsed;OnslaughtFull_ONSPainterPickup_TimeUsed;Onslaught_ONSGrenadePickup_TimeUsed;Onslaught_ONSAVRiLPickup_TimeUsed;XWeapons_FlakCannonPickup_TimeUsed;XWeapons_SuperShockRiflePickup_TimeUsed;Onslaught_ONSMineLayerPickup_TimeUsed;XWeapons_PainterPickup_TimeUsed;Event;EventParams...
0.330;13.810;100;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0.330;0.000;0;0.000;0.000;None;0;0;352.324;-1422.950;11905.620;-3198.850;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
0.590;14.070;100;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0.590;0.000;0;0.000;90.971;None;0;0;327.253;-1422.710;11837.550;-3138.500;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
0.840;14.320;100;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0.840;0.000;0;0.000;217.705;None;0;0;502.776;-1422.350;11731.260;-3069.480;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
1.110;14.590;100;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1.110;0.000;0;0.000;339.250;None;0;0;461.065;-1421.940;11611.570;-3048.330;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
1.360;14.840;100;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1.360;0.000;0;0.000;464.811;None;0;0;541.518;-1421.540;11493.410;-3090.800;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
1.620;15.100;100;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1.620;0.000;0;0.000;623.164;None;0;0;702.530;-1421.140;11375.240;-3196.210;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
1.880;15.360;100;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1.880;0.000;0;0.000;737.051;None;0;0;440.003;-1420.750;11261.370;-3198.150;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
1.880;15.360;100;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;1.880;0.000;0;0.000;737.051;None;0;0;440.003;-1420.750;11261.370;-3198.150;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;ITEM_PICKEDUP;XWeapons.RocketLauncherPickup;Weapon
2.140;15.620;100;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;2.140;0.000;0;0.000;851.272;None;0;0;440.003;-1420.350;11147.150;-3198.150;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
2.390;15.870;100;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;2.140;0.000;0;0.000;851.272;None;0;0;439.993;-1419.960;11033.890;-3182.100;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;FLAG_PICKEDUP;0;CTF-1on1-Joust.ObservedRemoteBot2
