MatchTime;UT2004Time;Health;Armor;Adrenaline;Score;Deaths;Suicides;Killed;WasKilled;NumKillsWithoutDeath;Team;TeamScore;ItemsCollect;WeaponsCollect;AmmoCollect;HealthCollect;ArmorCollect;ShieldCollect;AdrenalineCollect;OtherCollect;TimeMoving;TimeShooting;DoubleDamageCount;DoubleDamageTime;TraveledDistance;Combo;HasDoubleDamage;IsShooting;Velocity;Location_x;Location_y;Location_z;XWeapons_ShieldGunPickup_TimeUsed;XWeapons_RedeemerPickup_TimeUsed;XWeapons_ShockRiflePickup_TimeUsed;XWeapons_TransPickup_TimeUsed;XWeapons_MinigunPickup_TimeUsed;XWeapons_AssaultRiflePickup_TimeUsed;XWeapons_RocketLauncherPickup_TimeUsed;XWeapons_BioRiflePickup_TimeUsed;XWeapons_LinkGunPickup_TimeUsed;UTClassic_ClassicSniperRiflePickup_TimeUsed;XWeapons_SniperRiflePickup_TimeUsed;OnslaughtFull_ONSPainterPickup_TimeUsed;Onslaught_ONSGrenadePickup_TimeUsed;Onslaught_ONSAVRiLPickup_TimeUsed;XWeapons_FlakCannonPickup_TimeUsed;XWeapons_SuperShockRiflePickup_TimeUsed;Onslaught_ONSMineLayerPickup_TimeUsed;XWeapons_PainterPickup_TimeUsed;Event;EventParams...
0.270;14.060;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.000;0.000;0;0.000;0.000;None;0;0;0.000;1399.580;11944.150;-3201.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
0.520;14.310;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.250;0.000;0;0.000;56.785;None;0;0;276.787;1397.950;11913.030;-3153.530;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
0.780;14.570;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.510;0.000;0;0.000;148.291;None;0;0;530.584;1393.740;11832.640;-3110.020;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
1.040;14.830;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.770;0.000;0;0.000;278.149;None;0;0;466.424;1387.650;11716.390;-3052.470;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
1.300;15.090;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.030;0.000;0;0.000;396.689;None;0;0;479.469;1381.450;11598.190;-3058.950;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
1.560;15.350;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.290;0.000;0;0.000;533.806;None;0;0;602.477;1375.280;11480.490;-3129.020;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
1.820;15.610;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.550;0.000;0;0.000;643.497;None;0;0;36.400;1370.830;11395.450;-3198.160;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
2.080;15.870;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.810;0.000;0;0.000;723.546;None;0;0;440.003;1375.020;11475.390;-3198.160;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
2.330;16.120;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2.060;0.000;0;0.000;837.282;None;0;0;440.003;1380.970;11588.970;-3198.160;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
2.590;16.380;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2.320;0.000;0;0.000;950.547;None;0;0;440.003;1386.890;11702.080;-3198.160;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
