MatchTime;UT2004Time;Health;Armor;Adrenaline;Score;Deaths;Suicides;Killed;WasKilled;NumKillsWithoutDeath;Team;TeamScore;ItemsCollect;WeaponsCollect;AmmoCollect;HealthCollect;ArmorCollect;ShieldCollect;AdrenalineCollect;OtherCollect;TimeMoving;TimeShooting;DoubleDamageCount;DoubleDamageTime;TraveledDistance;Combo;HasDoubleDamage;IsShooting;Velocity;Location_x;Location_y;Location_z;XWeapons_ShieldGunPickup_TimeUsed;XWeapons_RedeemerPickup_TimeUsed;XWeapons_ShockRiflePickup_TimeUsed;XWeapons_TransPickup_TimeUsed;XWeapons_MinigunPickup_TimeUsed;XWeapons_AssaultRiflePickup_TimeUsed;XWeapons_RocketLauncherPickup_TimeUsed;XWeapons_BioRiflePickup_TimeUsed;XWeapons_LinkGunPickup_TimeUsed;UTClassic_ClassicSniperRiflePickup_TimeUsed;XWeapons_SniperRiflePickup_TimeUsed;OnslaughtFull_ONSPainterPickup_TimeUsed;Onslaught_ONSGrenadePickup_TimeUsed;Onslaught_ONSAVRiLPickup_TimeUsed;XWeapons_FlakCannonPickup_TimeUsed;XWeapons_SuperShockRiflePickup_TimeUsed;Onslaught_ONSMineLayerPickup_TimeUsed;XWeapons_PainterPickup_TimeUsed;Event;EventParams...
0,350;14,240;100;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0,350;0,000;0;0,000;0,000;None;0;0;352,325;-1408,120;9966,100;-3198,850;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
0,620;14,510;100;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0,620;0,000;0;0,000;119,747;None;0;0;534,397;-1406,030;10058,860;-3123,150;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
0,880;14,770;100;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0,880;0,000;0;0,000;252,180;None;0;0;474,607;-1403,460;10173,270;-3056,500;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
1,140;15,030;100;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1,140;0,000;0;0,000;372,054;None;0;0;470,915;-1400,770;10293,100;-3054,660;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
1,400;15,290;100;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1,400;0,000;0;0,000;506,579;None;0;0;584,375;-1398,090;10411,920;-3117,680;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
1,660;15,550;100;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1,660;0,000;0;0,000;625,696;None;0;0;32,398;-1396,120;10499,660;-3198,220;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
1,920;15,810;100;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1,920;0,000;0;0,000;707,646;None;0;0;440,011;-1397,960;10417,730;-3198,220;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
2,180;16,070;100;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;2,180;0,000;0;0,000;822,836;None;0;0;440,011;-1400,550;10302,570;-3198,220;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
2,450;16,340;100;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;2,450;0,000;0;0,000;937,545;None;0;0;439,991;-1403,130;10187,890;-3198,220;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
2,710;16,600;100;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;2,710;0,000;0;0,000;1052,744;None;0;0;440,011;-1405,720;10072,720;-3198,220;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
