MatchTime;UT2004Time;Health;Armor;Adrenaline;Score;Deaths;Suicides;Killed;WasKilled;NumKillsWithoutDeath;Team;TeamScore;ItemsCollect;WeaponsCollect;AmmoCollect;HealthCollect;ArmorCollect;ShieldCollect;AdrenalineCollect;OtherCollect;TimeMoving;TimeShooting;DoubleDamageCount;DoubleDamageTime;TraveledDistance;Combo;HasDoubleDamage;IsShooting;Velocity;Location_x;Location_y;Location_z;XWeapons_ShieldGunPickup_TimeUsed;XWeapons_RedeemerPickup_TimeUsed;XWeapons_ShockRiflePickup_TimeUsed;XWeapons_TransPickup_TimeUsed;XWeapons_MinigunPickup_TimeUsed;XWeapons_AssaultRiflePickup_TimeUsed;XWeapons_RocketLauncherPickup_TimeUsed;XWeapons_BioRiflePickup_TimeUsed;XWeapons_LinkGunPickup_TimeUsed;UTClassic_ClassicSniperRiflePickup_TimeUsed;XWeapons_SniperRiflePickup_TimeUsed;OnslaughtFull_ONSPainterPickup_TimeUsed;Onslaught_ONSGrenadePickup_TimeUsed;Onslaught_ONSAVRiLPickup_TimeUsed;XWeapons_FlakCannonPickup_TimeUsed;XWeapons_SuperShockRiflePickup_TimeUsed;Onslaught_ONSMineLayerPickup_TimeUsed;XWeapons_PainterPickup_TimeUsed;Event;EventParams...
0,220;23,260;100;0;22;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,000;0,220;0;0,000;0,000;None;0;1;0,000;1399,580;11944,150;-3201,000;0,000;0,000;0,000;0,000;0,000;0,220;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
0,470;23,510;100;0;22;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,000;0,470;0;0,000;2,150;None;0;1;0,000;1399,580;11944,150;-3198,850;0,000;0,000;0,000;0,000;0,000;0,470;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
0,730;23,770;100;0;22;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,000;0,470;0;0,000;2,850;None;0;0;0,000;1399,580;11944,150;-3198,150;0,000;0,000;0,000;0,000;0,000;0,470;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
0,990;24,030;100;0;22;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,260;0,470;0;0,000;44,317;None;0;0;376,206;1397,410;11902,740;-3198,150;0,000;0,000;0,000;0,000;0,000;0,470;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
1,250;24,290;100;0;22;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,520;0,470;0;0,000;158,053;None;0;0;440,003;1391,460;11789,160;-3198,150;0,000;0,000;0,000;0,000;0,000;0,470;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
1,510;24,550;100;0;22;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,780;0,470;0;0,000;272,279;None;0;0;440,003;1385,480;11675,090;-3198,150;0,000;0,000;0,000;0,000;0,000;0,470;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
1,760;24,800;100;0;22;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,030;0,470;0;0,000;385,534;None;0;0;440,003;1379,560;11561,990;-3198,150;0,000;0,000;0,000;0,000;0,000;0,470;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
2,020;25,060;100;0;22;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,290;0,470;0;0,000;499,761;None;0;0;440,003;1373,580;11447,920;-3198,150;0,000;0,000;0,000;0,000;0,000;0,470;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
2,280;25,320;100;0;22;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,550;0,470;0;0,000;613,016;None;0;0;556,060;1367,650;11334,820;-3198,150;0,000;0,000;0,000;0,000;0,000;0,470;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
2,280;25,320;100;0;22;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1,550;0,470;0;0,000;613,016;None;0;0;556,060;1367,650;11334,820;-3198,150;0,000;0,000;0,000;0,000;0,000;0,470;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;ITEM_PICKEDUP;XWeapons.SniperRiflePickup;Weapon
