MatchTime;UT2004Time;Health;Armor;Adrenaline;Score;Deaths;Suicides;Killed;WasKilled;NumKillsWithoutDeath;Team;TeamScore;ItemsCollect;WeaponsCollect;AmmoCollect;HealthCollect;ArmorCollect;ShieldCollect;AdrenalineCollect;OtherCollect;TimeMoving;TimeShooting;DoubleDamageCount;DoubleDamageTime;TraveledDistance;Combo;HasDoubleDamage;IsShooting;Velocity;Location_x;Location_y;Location_z;Onslaught_ONSAVRiLPickup_TimeUsed;XWeapons_SniperRiflePickup_TimeUsed;XWeapons_BioRiflePickup_TimeUsed;XWeapons_ShockRiflePickup_TimeUsed;XWeapons_TransPickup_TimeUsed;Onslaught_ONSMineLayerPickup_TimeUsed;XWeapons_LinkGunPickup_TimeUsed;Onslaught_ONSGrenadePickup_TimeUsed;XWeapons_FlakCannonPickup_TimeUsed;UTClassic_ClassicSniperRiflePickup_TimeUsed;XWeapons_MinigunPickup_TimeUsed;XWeapons_SuperShockRiflePickup_TimeUsed;OnslaughtFull_ONSPainterPickup_TimeUsed;XWeapons_AssaultRiflePickup_TimeUsed;XWeapons_PainterPickup_TimeUsed;XWeapons_ShieldGunPickup_TimeUsed;XWeapons_RedeemerPickup_TimeUsed;XWeapons_RocketLauncherPickup_TimeUsed;Event;EventParams...
0,260;21,460;100;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0,000;0,000;0;0,000;0,000;None;0;0;0,000;-1422,960;11909,790;-3201,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
0,520;21,720;100;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0,000;0,000;0;0,000;2,150;None;0;0;0,000;-1422,960;11909,790;-3198,850;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
0,780;21,980;100;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0,260;0,000;0;0,000;18,355;None;0;0;223,001;-1422,910;11893,600;-3198,150;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
1,030;22,230;100;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0,510;0,000;0;0,000;124,506;None;0;0;439,993;-1422,540;11787,450;-3198,150;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
1,290;22,490;100;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0,770;0,000;0;0,000;236,306;None;0;0;439,993;-1422,160;11675,650;-3198,150;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
1,550;22,750;100;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1,030;0,000;0;0,000;351,497;None;0;0;439,993;-1421,760;11560,460;-3198,150;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
1,800;23,000;100;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1,280;0,000;0;0,000;463,298;None;0;0;556,052;-1421,380;11448,660;-3198,150;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
2,060;23,260;100;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1,540;0,000;0;0,000;593,747;None;0;0;476,345;-1420,980;11330,710;-3142,430;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
2,060;23,260;100;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;1,540;0,000;0;0,000;593,747;None;0;0;476,345;-1420,980;11330,710;-3142,430;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;ITEM_PICKEDUP;XWeapons.RocketLauncherPickup;Weapon
2,320;23,520;100;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;1,800;0,000;0;0,000;726,281;None;0;0;511,625;-1420,560;11207,680;-3093,150;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
2,580;23,780;100;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;2,060;0,000;0;0,000;846,904;None;0;0;466,989;-1420,150;11089,270;-3070,150;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
2,830;24,030;100;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;2,060;0,000;0;0,000;846,904;None;0;0;539,355;-1419,750;10970,860;-3108,480;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;FLAG_PICKEDUP;1;CTF-1on1-Joust.ObservedRemoteBot2
2,830;24,030;100;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;2,060;0,000;0;0,000;846,904;None;0;0;539,355;-1419,750;10970,860;-3108,480;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;FLAG_PICKEDUP;0;CTF-1on1-Joust.ObservedRemoteBot1
2,830;24,030;100;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;2,310;0,000;0;0,000;971,364;None;0;0;539,355;-1419,750;10970,860;-3108,480;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
3,060;24,260;100;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;2,540;0,000;0;0,000;1112,681;None;0;0;679,215;-1419,370;10861,670;-3198,190;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
